         3899838 function calls (3855501 primitive calls) in 31.884 seconds

   Random listing order was used

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 requirements.py:62(<lambda>)
        1    0.000    0.000    0.000    0.000 requirements.py:82(Requirement)
        1    0.000    0.000    0.022    0.022 requirements.py:4(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:183(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:195(_Constants)
       95    0.000    0.000    0.000    0.000 pyparsing.py:203(<genexpr>)
       41    0.000    0.000    0.000    0.000 pyparsing.py:209(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:205(ParseBaseException)
        1    0.000    0.000    0.000    0.000 pyparsing.py:261(ParseException)
        1    0.000    0.000    0.000    0.000 pyparsing.py:282(ParseFatalException)
        1    0.000    0.000    0.000    0.000 pyparsing.py:287(ParseSyntaxException)
        1    0.000    0.000    0.000    0.000 pyparsing.py:306(RecursiveGrammarException)
       12    0.000    0.000    0.000    0.000 pyparsing.py:315(__init__)
       33    0.000    0.000    0.000    0.000 pyparsing.py:317(__getitem__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:314(_ParseResultsWithOffset)
      112    0.000    0.000    0.000    0.000 pyparsing.py:363(__new__)
  112/108    0.000    0.000    0.000    0.000 pyparsing.py:372(__init__)
       29    0.000    0.000    0.000    0.000 pyparsing.py:411(__getitem__)
       12    0.000    0.000    0.000    0.000 pyparsing.py:420(__setitem__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:433(__delitem__)
       28    0.000    0.000    0.000    0.000 pyparsing.py:458(__bool__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:460(__iter__)
       13    0.000    0.000    0.000    0.000 pyparsing.py:506(haskeys)
        3    0.000    0.000    0.000    0.000 pyparsing.py:644(__getattr__)
        5    0.000    0.000    0.000    0.000 pyparsing.py:666(<lambda>)
        5    0.000    0.000    0.000    0.000 pyparsing.py:668(<listcomp>)
       18    0.000    0.000    0.000    0.000 pyparsing.py:663(__iadd__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:693(_asStringList)
        3    0.000    0.000    0.000    0.000 pyparsing.py:755(copy)
        1    0.000    0.000    0.000    0.000 pyparsing.py:324(ParseResults)
       26    0.000    0.000    0.002    0.000 pyparsing.py:1047(extract_stack)
       16    0.000    0.000    0.000    0.000 pyparsing.py:1069(wrapper)
       27    0.000    0.000    0.002    0.000 pyparsing.py:1039(_trim_arity)
      335    0.001    0.000    0.001    0.000 pyparsing.py:1144(__init__)
      471    0.000    0.000    0.002    0.000 pyparsing.py:1167(copy)
       45    0.000    0.000    0.000    0.000 pyparsing.py:1190(setName)
       16    0.000    0.000    0.000    0.000 pyparsing.py:1204(setResultsName)
       25    0.000    0.000    0.002    0.000 pyparsing.py:1250(setParseAction)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1288(addParseAction)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1298(addCondition)
       76    0.000    0.000    0.000    0.000 pyparsing.py:1351(preParse)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1363(parseImpl)
       65    0.000    0.000    0.000    0.000 pyparsing.py:1366(postParse)
    148/3    0.000    0.000    0.001    0.000 pyparsing.py:1370(_parseNoCache)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1441(tryParse)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1455(_UnboundedCache)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1478(_FifoCache)
        3    0.000    0.000    0.000    0.000 pyparsing.py:1567(resetCache)
        3    0.000    0.000    0.002    0.001 pyparsing.py:1608(parseString)
       83    0.000    0.000    0.001    0.000 pyparsing.py:1821(__add__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:1841(__radd__)
     12/2    0.000    0.000    0.000    0.000 pyparsing.py:1926(makeOptionalList)
        3    0.000    0.000    0.000    0.000 pyparsing.py:1877(__mul__)
       48    0.000    0.000    0.000    0.000 pyparsing.py:1948(__or__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1972(__xor__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:2020(__invert__)
       14    0.000    0.000    0.000    0.000 pyparsing.py:2026(__call__)
       12    0.000    0.000    0.000    0.000 pyparsing.py:2045(suppress)
       78    0.000    0.000    0.000    0.000 pyparsing.py:2052(leaveWhitespace)
      170    0.000    0.000    0.000    0.000 pyparsing.py:2061(setWhitespaceChars)
      468    0.000    0.000    0.000    0.000 pyparsing.py:2153(__str__)
      339    0.000    0.000    0.000    0.000 pyparsing.py:2159(streamline)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1103(ParserElement)
      120    0.000    0.000    0.000    0.000 pyparsing.py:2368(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2364(Token)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2376(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2372(Empty)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2383(NoMatch)
       69    0.000    0.000    0.000    0.000 pyparsing.py:2412(__init__)
       17    0.000    0.000    0.000    0.000 pyparsing.py:2431(parseImpl)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2398(Literal)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2439(Keyword)
        2    0.000    0.000    0.000    0.000 _osx_support.py:86(_get_system_version)
        3    0.000    0.000    0.000    0.000 _osx_support.py:129(<genexpr>)
        1    0.000    0.000    0.000    0.000 _osx_support.py:117(_get_system_version_tuple)
        1    0.000    0.000    0.000    0.000 _osx_support.py:178(_supports_universal_builds)
        1    0.000    0.000    0.000    0.000 _osx_support.py:314(_override_all_archs)
        1    0.000    0.000    0.000    0.000 _osx_support.py:331(_check_for_unavailable_sdk)
        1    0.000    0.000    0.000    0.000 _osx_support.py:439(customize_config_vars)
        3    0.000    0.000    0.000    0.000 _osx_support.py:526(<genexpr>)
        1    0.000    0.000    0.000    0.000 _osx_support.py:500(get_platform_osx)
        1    0.000    0.000    0.000    0.000 _osx_support.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _sysconfigdata__darwin_darwin.py:2(<module>)
        1    0.000    0.000    0.000    0.000 controlflow.py:14(CFBlock)
        1    0.000    0.000    0.000    0.000 controlflow.py:37(Loop)
        1    0.000    0.000    0.000    0.000 controlflow.py:57(_DictOfContainers)
        1    0.000    0.000    0.000    0.000 controlflow.py:82(CFGraph)
        1    0.000    0.000    0.000    0.000 controlflow.py:721(ControlFlowAnalysis)
        1    0.000    0.000    0.000    0.000 controlflow.py:1(<module>)
        1    0.000    0.000    0.000    0.000 postproc.py:4(YieldPoint)
        1    0.000    0.000    0.000    0.000 postproc.py:15(GeneratorInfo)
        1    0.000    0.000    0.000    0.000 postproc.py:30(VariableLifetime)
        1    0.000    0.000    0.000    0.000 postproc.py:60(PostProcessor)
        1    0.000    0.000    0.001    0.001 postproc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 registry.py:6(Rewrite)
        1    0.000    0.000    0.000    0.000 registry.py:33(__init__)
       10    0.000    0.000    0.000    0.000 registry.py:46(do_register)
       10    0.000    0.000    0.000    0.000 registry.py:39(register)
        1    0.000    0.000    0.000    0.000 registry.py:28(RewriteRegistry)
        1    0.000    0.000    0.000    0.000 static_getitem.py:5(RewriteConstGetitems)
        1    0.000    0.000    0.000    0.000 static_getitem.py:49(RewriteStringLiteralGetitems)
        1    0.000    0.000    0.000    0.000 static_getitem.py:95(RewriteStringLiteralSetitems)
        1    0.000    0.000    0.000    0.000 static_getitem.py:139(RewriteConstSetitems)
        1    0.000    0.000    0.000    0.000 static_getitem.py:1(<module>)
        1    0.000    0.000    0.000    0.000 static_raise.py:5(RewriteConstRaises)
        1    0.000    0.000    0.000    0.000 static_raise.py:1(<module>)
        1    0.000    0.000    0.000    0.000 static_binop.py:5(DetectStaticBinops)
        1    0.000    0.000    0.000    0.000 static_binop.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ir_print.py:5(RewritePrintCalls)
        1    0.000    0.000    0.000    0.000 ir_print.py:53(DetectConstPrintArguments)
        1    0.000    0.000    0.000    0.000 ir_print.py:1(<module>)
        1    0.000    0.000    0.000    0.000 registry.py:9(_NestedContext)
        1    0.000    0.000    0.096    0.096 registry.py:28(_toplevel_target_context)
        1    0.000    0.000    0.000    0.000 registry.py:33(_toplevel_typing_context)
       63    0.000    0.000    0.096    0.002 registry.py:38(target_context)
       64    0.000    0.000    0.000    0.000 registry.py:49(typing_context)
        1    0.000    0.000    0.000    0.000 registry.py:24(CPUTarget)
        1    0.000    0.000    0.000    0.000 registry.py:72(CPUDispatcher)
        3    0.000    0.000    0.000    0.000 registry.py:88(__init__)
       63    0.000    0.000    0.000    0.000 registry.py:92(__getitem__)
        1    0.000    0.000    0.000    0.000 registry.py:76(TargetRegistry)
        1    0.000    0.000    0.000    0.000 descriptors.py:6(TargetDescriptor)
        1    0.000    0.000    0.000    0.000 descriptors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dispatcher.py:32(__init__)
        1    0.000    0.000    0.000    0.000 dispatcher.py:27(OmittedArg)
       63    0.000    0.000    0.001    0.000 dispatcher.py:44(__init__)
        1    0.000    0.000    0.000    0.000 dispatcher.py:43(_FunctionCompiler)
        1    0.000    0.000    0.000    0.000 dispatcher.py:127(_GeneratedFunctionCompiler)
       63    0.000    0.000    0.000    0.000 dispatcher.py:174(__init__)
        1    0.000    0.000    0.000    0.000 dispatcher.py:169(_CompilingCounter)
       64    0.000    0.000    0.000    0.000 dispatcher.py:215(<genexpr>)
       63    0.001    0.000    0.001    0.000 dispatcher.py:198(__init__)
       63    0.000    0.000    0.000    0.000 dispatcher.py:247(_make_finalizer)
       63    0.000    0.000    0.000    0.000 dispatcher.py:674(__repr__)
        1    0.000    0.000    0.000    0.000 dispatcher.py:191(_DispatcherBase)
        1    0.000    0.000    0.000    0.000 dispatcher.py:716(_MemoMixin)
       63    0.000    0.000    0.100    0.002 dispatcher.py:760(__init__)
        1    0.000    0.000    0.000    0.000 dispatcher.py:745(Dispatcher)
        1    0.000    0.000    0.000    0.000 dispatcher.py:993(LiftedCode)
        1    0.000    0.000    0.000    0.000 dispatcher.py:1126(LiftedLoop)
        1    0.000    0.000    0.000    0.000 dispatcher.py:1131(LiftedWith)
        1    0.000    0.000    0.000    0.000 dispatcher.py:1164(ObjModeLiftedWith)
       13    0.000    0.000    0.000    0.000 dispatcher.py:1228(<genexpr>)
        1    0.000    0.000    0.044    0.044 dispatcher.py:4(<module>)
        1    0.000    0.000    0.000    0.000 compiler.py:37(Flags)
        1    0.000    0.000    0.000    0.000 compiler.py:97(CompileResult)
        1    0.000    0.000    0.000    0.000 compiler.py:237(_CompileStatus)
        1    0.000    0.000    0.000    0.000 compiler.py:254(_EarlyPipelineCompletion)
        1    0.000    0.000    0.000    0.000 compiler.py:263(StateDict)
        1    0.000    0.000    0.000    0.000 compiler.py:300(CompilerBase)
        1    0.000    0.000    0.000    0.000 compiler.py:425(Compiler)
        1    0.000    0.000    0.000    0.000 compiler.py:441(DefaultPassBuilder)
        1    0.000    0.000    0.040    0.040 compiler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tracing.py:12(__init__)
        1    0.000    0.000    0.000    0.000 tracing.py:10(TLS)
        1    0.000    0.000    0.000    0.000 tracing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 interpreter.py:16(_UNKNOWN_VALUE)
        1    0.000    0.000    0.000    0.000 interpreter.py:30(Assigner)
        1    0.000    0.000    0.000    0.000 interpreter.py:317(Interpreter)
        1    0.000    0.000    0.003    0.003 interpreter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 wrappers.py:248(UArrayArg)
        1    0.000    0.000    0.000    0.000 wrappers.py:291(_GufuncWrapper)
        1    0.000    0.000    0.000    0.000 wrappers.py:478(_GufuncObjectWrapper)
        1    0.000    0.000    0.000    0.000 wrappers.py:600(GUArrayArg)
        1    0.000    0.000    0.000    0.000 wrappers.py:665(_ScalarArgLoader)
        1    0.000    0.000    0.000    0.000 wrappers.py:685(_ArrayArgLoader)
        1    0.000    0.000    0.000    0.000 wrappers.py:728(_ArrayAsScalarArgLoader)
        1    0.000    0.000    0.000    0.000 wrappers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ufuncbuilder.py:20(UFuncTargetOptions)
        1    0.000    0.000    0.000    0.000 ufuncbuilder.py:29(UFuncTarget)
        1    0.000    0.000    0.000    0.000 ufuncbuilder.py:44(UFuncDispatcher)
        1    0.000    0.000    0.000    0.000 ufuncbuilder.py:205(_BaseUFuncBuilder)
        1    0.000    0.000    0.000    0.000 ufuncbuilder.py:226(UFuncBuilder)
        1    0.000    0.000    0.000    0.000 ufuncbuilder.py:289(GUFuncBuilder)
        1    0.000    0.000    0.000    0.000 ufuncbuilder.py:3(<module>)
        1    0.000    0.000    0.000    0.000 sigparse.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dufunc.py:54(DUFuncLowerer)
        1    0.000    0.000    0.000    0.000 dufunc.py:68(DUFunc)
        1    0.000    0.000    0.000    0.000 dufunc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gufunc.py:8(GUFunc)
        1    0.000    0.000    0.000    0.000 array_exprs.py:19(RewriteArrayExprs)
        1    0.000    0.000    0.000    0.000 array_exprs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:21(InstanceModel)
        1    0.000    0.000    0.000    0.000 base.py:36(InstanceDataModel)
        2    0.000    0.000    0.000    0.000 unicode.py:579(generate_finder)
        2    0.000    0.000    0.000    0.000 unicode.py:1029(generate_rsplit_whitespace_impl)
        2    0.000    0.000    0.000    0.000 unicode.py:1200(gen_unicode_Xjust)
        2    0.000    0.000    0.000    0.000 unicode.py:1245(generate_splitlines_func)
        2    0.000    0.000    0.000    0.000 unicode.py:1818(gen_isAlX)
        2    0.000    0.000    0.000    0.000 unicode.py:1863(_is_upper)
        5    0.000    0.000    0.000    0.000 unicode.py:2006(gen_isX)
        2    0.000    0.000    0.000    0.000 unicode.py:2113(_gen_unicode_upper_or_lower)
        2    0.000    0.000    0.000    0.000 unicode.py:2136(_gen_ascii_upper_or_lower)
        1    0.000    0.000    0.026    0.026 unicode.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hashing.py:391(FNV)
        1    0.000    0.000    0.000    0.000 hashing.py:398(SIPHASH)
        1    0.000    0.000    0.000    0.000 hashing.py:405(DJBX33A)
        1    0.000    0.000    0.000    0.000 hashing.py:412(EXPAT)
        1    0.000    0.000    0.000    0.000 hashing.py:419(_Py_HashSecret_t)
        3    0.000    0.000    0.000    0.000 hashing.py:451(inject)
